No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year, Total Acquisition value,Category,Disposal date,Year Of Disposal,Amount Deduction
1597,Thermometer Infrared - 9OPS,301723,MAX1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1598,Thermometer Infrared - 9OPS,301724,SMY1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1599,Thermometer Infrared - 9OPS,301725,LTO1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1600,Thermometer Infrared - 9OPS,301726,MAG2,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1601,Thermometer Infrared - 9OPS,301727,MTA1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1602,Thermometer Infrared - 9OPS,301728,DWS1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1603,Thermometer Infrared - 9OPS,301729,BXC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1604,Logitech Group Video Conferencing System - 9IST,301730,9IST,,48,4,14-Sep-20,2020,16815000,Equipment,,,0
1605,Logitech Group Expansion Mics (2expansion mics) - 9IST,301731,9IST,,48,4,14-Sep-20,2020,4755000,Equipment,,,0
1606,Thermometer Infrared - 9OPS,301732,KRC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1607,Thermometer Infrared - 9OPS,301733,SMS1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1608,Thermometer Infrared - 9OPS,301734,AON1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1609,Thermometer Infrared - 9OPS,301735,PIM2,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1610,Thermometer Infrared - 9OPS,301736,LMK1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1611,Thermometer Infrared - 9OPS,301737,PRI1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1612,Thermometer Infrared - 9OPS,301738,JGC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1613,Thermometer Infrared - 9OPS,301739,BLM1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1614,Thermometer Infrared - 9OPS,301740,EMP1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1615,Thermometer Infrared - 9OPS,301741,FXS2,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1616,Thermometer Infrared - 9OPS,301742,SQS1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1617,Thermometer Infrared - 9OPS,301743,SQR1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1618,Thermometer Infrared - 9OPS,301744,WTC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1619,Thermometer Infrared - 9OPS,301745,PSN1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1620,Thermometer Infrared - 9OPS,301746,KNC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1621,Thermometer Infrared - 9OPS,301747,NIG1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1622,Thermometer Infrared - 9OPS,301748,EPI1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1623,Thermometer Infrared - 9OPS,301749,SMY2,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1624,Thermometer Infrared - 9OPS,301750,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1625,Thermometer Infrared - 9OPS,301751,JIM1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1626,Thermometer Infrared - 9OPS,301752,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1627,Thermometer Infrared - 9OPS,301753,BCW1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1628,Thermometer Infrared - 9OPS,301754,ALS1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1629,Thermometer Infrared - 9OPS,301755,MMB1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1630,Thermometer Infrared - 9OPS,301756,STR1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1631,Thermometer Infrared - 9OPS,301757,GCT1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1632,Thermometer Infrared - 9OPS,301758,TCB1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1633,Thermometer Infrared - 9OPS,301759,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1634,Thermometer Infrared - 9OPS,301760,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1635,Thermometer Infrared - 9OPS,301761,SLM2,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1636,Thermometer Infrared - 9OPS,301762,BSQ1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1637,Thermometer Infrared - 9OPS,301763,CPA1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1638,Thermometer Infrared - 9OPS,301764,MAG1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1639,Thermometer Infrared - 9OPS,301765,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1640,Thermometer Infrared - 9OPS,301766,HXC1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1641,Thermometer Infrared - 9OPS,301767,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1642,Thermometer Infrared - 9OPS,301768,RYP1,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1643,Thermometer Infrared - 9OPS,301769,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1644,Thermometer Infrared - 9OPS,301770,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1645,Thermometer Infrared - 9OPS,301771,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1646,Thermometer Infrared - 9OPS,301772,9OPS,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1647,ARKHA UV-C STRELIZER BOX WARNA LIGHT - 9GEN,301780,9GEN,,48,4,1-Oct-20,2020,2300000,Equipment,,,0
1648,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301773,9GEN,,48,4,20-Nov-20,2020,3805300,Equipment,,,0
1649,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301774,9GEN,,48,4,20-Nov-20,2020,3805300,Equipment,,,0
1650,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301775,9GEN,,48,4,20-Nov-20,2020,3805300,Equipment,,,0
1651,SHARP - Air Purifier Tipe FP-J60Y-W/H - 9GEN,301776,9GEN,,48,4,20-Nov-20,2020,3086900,Equipment,,,0
1652,SHARP - Air Purifier Tipe FP-J60Y-W/H - 9GEN,301777,9GEN,,48,4,20-Nov-20,2020,3086900,Equipment,,,0
1653,SHARP - Air Purifier Tipe FP-JM40Y-B - 9GEN,301778,9GEN,,48,4,20-Nov-20,2020,2891900,Equipment,,,0
1654,SHARP - Air Purifier Tipe FP-JM40Y-B - 9GEN,301779,9GEN,,48,4,20-Nov-20,2020,2891900,Equipment,,,0
1655,Kompresor Secop - BCW1,301781,BCW1,,48,4,3-Nov-20,2020,3181818,Equipment,,,0
1656,"NB Acer Aspire A314-32 , warranty 3/3/3 - SMB1",301782,SMB1,,48,4,18-Dec-20,2020,6013636,Equipment,,,0
1657,"NB Acer Aspire A314-32 , warranty 3/3/3 - KNC1",301786,KNC1,,48,4,23-Dec-20,2020,6013636,Equipment,,,0
1658,NB Acer Aspire 5 i3 (A514-53) + Windows 10 Pro + tambahan RAM 4GB - 9IST,301787,9IST,,48,4,23-Dec-20,2020,9855000,Equipment,,,0
1659,"NB Acer Aspire A314-32 , warranty 3/3/3 - HTG1",301790,HTG1,,48,4,13-Jan-21,2021,6013636,Equipment,,,0
1660,SAMSUNG Galaxy A10S - HTG1,301791,HTG1,,48,4,13-Jan-21,2021,1572500,Equipment,,,0
1661,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - BSQ1",301784,BSQ1,,48,4,18-Jan-21,2021,23181818,Equipment,,,0
1662,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - HTG1",301788,HTG1,,48,4,21-Jan-21,2021,23181818,Equipment,,,0
1663,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - HTG1",301789,HTG1,,48,4,21-Jan-21,2021,12318182,Equipment,,,0
1664,NB Asus TUF Gaming FX506II - 9WEB,301792,9WEB,,48,4,31-Jan-21,2021,17419091,Equipment,,,0
1665,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - BSQ1",301783,BSQ1,,48,4,28-Feb-21,2021,29090909,Equipment,,,0
1666,Danfoss - Compressor SC21CL R404 1 phase 220v - PSN1,301808,PSN1,,48,4,1-Mar-21,2021,3818182,Equipment,,,0
1667,MRA Square Cake Showcase CSK 150 1500x700x1250 - RSP1,301807,RSP1,,48,4,8-Mar-21,2021,25454545,Equipment,,,0
1668,SHARP LED TV 60 inch type 4T-C60CH1X - CTS1,301815,CTS1,,48,4,8-Mar-21,2021,8498000,Equipment,,,0
1669,"NB Acer Travelmate Spin B3 B311R , warranty 3/3/3 - CTS1",301811,CTS1,,48,4,22-Mar-21,2021,6075000,Equipment,,,0
1670,SAMSUNG Galaxy A02S - CTS1,301810,CTS1,,48,4,25-Mar-21,2021,1597000,Equipment,,,0
1671,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - CTS1,301812,CTS1,,48,4,29-Mar-21,2021,5050000,Equipment,,,0
1672,"Thermometer Data Logger ""Tempod 30"" - SMY2",301793,SMY2,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1673,"Thermometer Data Logger ""Tempod 30"" - RYP1",301794,RYP1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1674,"Thermometer Data Logger ""Tempod 30"" - TBD1",301795,TBD1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1675,"Thermometer Data Logger ""Tempod 30"" - TBD1",301796,TBD1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1676,"Thermometer Data Logger ""Tempod 30"" - JIM1",301797,JIM1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1677,"Thermometer Data Logger ""Tempod 30"" - JIM1",301798,JIM1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1678,"Thermometer Data Logger ""Tempod 30"" - HTG1",301799,HTG1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1679,"Thermometer Data Logger ""Tempod 30"" - CTS1",301800,CTS1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1680,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301801,BSQ1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1681,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301802,9CPF,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1682,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301803,9OPS,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1683,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301804,SNC1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1684,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301805,SNC1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1685,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301806,GSS1,,48,4,6-Apr-21,2021,738485.62,Equipment,,,0
1686,Router TPLINK TL-MR6400 - GSS1,301829,GSS1,,48,4,15-Apr-21,2021,875000,Equipment,,,0
1687,UPS ICA CE 1200VA - CTS1,301830,CTS1,,48,4,15-Apr-21,2021,965000,Equipment,,,0
1688,SAMSUNG Galaxy A02S - GSS1,301814,GSS1,,48,4,19-Apr-21,2021,1597100,Equipment,,,0
1689,MRA Square Cake Showcase CSK 150 1500x700x1250 - GSS1,301813,GSS1,,48,4,21-Apr-21,2021,25454545,Equipment,,,0
1690,Compressor EMBRACO CA-NEK2168 (sub FA 301630) - DCN1,301816,CTS1,,48,4,22-Apr-21,2021,4850000,Equipment,,,0
1691,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - CTS1",301809,CTS1,,48,4,29-Apr-21,2021,29090909,Equipment,,,0
1692,"NB Acer Aspire A314-32 , warranty 3/3/3 - SNC1",301824,SNC1,,48,4,5-May-21,2021,6013636,Equipment,,,0
1693,UPS ICA CE 1200VA - SNC1,301825,SNC1,,48,4,5-May-21,2021,965000,Equipment,,,0
1694,SAMSUNG Galaxy A02S - SNC1,301823,SNC1,,48,4,7-May-21,2021,1597000,Equipment,,,0
1695,NB Acer Aspire 5 slim A514-i3 + Win 10 Pro +RAM 4GB (waranty 3/3/3)- 9QAC,301826,9QAC,,48,4,10-May-21,2021,9775000,Equipment,,,0
1696,NB Acer Aspire 5 slim A514-i3 + Win 10 Pro +RAM 4GB (waranty 3/3/3)- 9MKT,301827,9MKT,,48,4,10-May-21,2021,9775000,Equipment,,,0
1697,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - SNC1,301820,SNC1,,48,4,19-May-21,2021,20219362.77,Equipment,,,0
1698,Cash Drawer (Black) Additional - SNC1,301821,SNC1,,48,4,19-May-21,2021,1640978.59,Equipment,,,0
1699,391 Customer Display - SNC1,301822,SNC1,,48,4,19-May-21,2021,1139658.65,Equipment,,,0
1700,Motherboard POS 385 C56 - LOW1,301828,LOW1,,48,4,19-May-21,2021,4480000,Equipment,,,0
1701,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - SNC1,301819,SNC1,,48,4,19-May-21,2021,5050000,Equipment,,,0
1702,MRA Square Cake Showcase CSK 150 1500x700x1250 - SNC1,301817,SNC1,,48,4,21-May-21,2021,25454545,Equipment,,,0
1703,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - SNC1",301818,SNC1,,48,4,21-May-21,2021,23181818,Equipment,,,0
1704,Tangga Lipat Teleskopik 7.2mtr - 9OPS,301833,9OPS,,48,4,25-May-21,2021,3077985,Equipment,,,0
1705,"Mesin Gerinda Tangan 4"" GA4030 MAKITA - 9OPS",301834,9OPS,,48,4,25-May-21,2021,702027,Equipment,,,0
1706,Mesin Bor Beton HP1630 16mm MAKITA - 9OPS,301835,9OPS,,48,4,25-May-21,2021,820607,Equipment,,,0
1707,Thermometer Infrared HW302 SIMZO - 9OPS,301836,SNC1,,48,4,25-May-21,2021,455500,Equipment,,,0
1708,Thermometer Infrared HW302 SIMZO - 9OPS,301837,CTS1,,48,4,25-May-21,2021,455500,Equipment,,,0
1709,Thermometer Infrared HW302 SIMZO - 9OPS,301838,9OPS,,48,4,25-May-21,2021,455500,Equipment,,,0
1710,Thermometer Infrared HW302 SIMZO - 9OPS,301839,9OPS,,48,4,25-May-21,2021,455500,Equipment,,,0
1711,Thermometer Infrared HW302 SIMZO - 9OPS,301840,9OPS,,48,4,25-May-21,2021,455500,Equipment,,,0
1712,NB Acer Aspire 5 slim A514-i3 + Win 10 Pro +RAM 4GB (waranty 3/3/3)- 9HRD,301831,9HRD,,48,4,2-Jun-21,2021,9775000,Equipment,,,0
1713,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - LMP1",301845,LMP1,,48,4,23-Jun-21,2021,23181818,Equipment,,,0
1714,MRA Square Cake Showcase CSK 150 1500x700x1250 - LMP1,301846,LMP1,,48,4,23-Jun-21,2021,25454545,Equipment,,,0
1715,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - LMP1",301847,LMP1,,48,4,23-Jun-21,2021,12318181,Equipment,,,0
1716,Food Truck - Upright Freezer FRESTA FR100-1 (595x575x702 mm) - MOB1,301848,MOB1,,48,4,21-Jun-21,2021,5050000,Equipment,,,0
1717,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301849,RSI1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1718,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301850,PIM4,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1719,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301851,TMS1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1720,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301852,TMS1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1721,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301853,RSI1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1722,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301854,TBD1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1723,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301855,TBD1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1724,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301856,9OPS,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1725,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301857,MRG1,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1726,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301858,9OPS,,48,4,21-Jul-21,2021,753795.6,Equipment,,,0
1727,"Food Truck - Honda Genset EU30is 220V, 3kVA- MOB1",301860,MOB1,,48,4,1-Jul-21,2021,23672700,Equipment,,,0
1728,"Food Truck - MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - MOB1",301859,MOB1,,48,4,1-Aug-21,2021,23181818,Equipment,,,0
1729,Food Truck - NB Acer Aspire A314-22/A3020e/4GB/256GB SSD/Win10 Home/Warranty 3-3-3 - MOB1,301861,MOB1,,48,4,27-Aug-21,2021,5750000,Equipment,,,0
1730,Food Truck - Router TPLINK TL-MR6400 - MOB1,301862,MOB1,,48,4,27-Aug-21,2021,875000,Equipment,,,0
1731,Food Truck - UPS ICA CE 1200VA - MOB1,301863,MOB1,,48,4,27-Aug-21,2021,965000,Equipment,,,0
1732,Food Truck - POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - MOB1,301884,MOB1,,48,4,5-Aug-21,2021,20208220,Equipment,,,0
1733,Food Truck - Cash Drawer (Black) Additional - MOB1,301885,MOB1,,48,4,5-Aug-21,2021,1657705,Equipment,,,0
1734,Food Truck - 391 Customer Display - MOB1,301886,MOB1,,48,4,5-Aug-21,2021,1134075,Equipment,,,0
1735,NB Acer travelmate TMP214-52/ i5-10210U/8gb/256gb SSD/no odd/Win10 Prof/3-3-3 -9FNA,301841,9FNA,,48,4,3-Sep-21,2021,11060000,Equipment,,,0
1736,NB Acer travelmate TMP214-52/ i5-10210U/8gb/256gb SSD/no odd/Win10 Prof/3-3-3 -9FNA,301842,9HRD,,48,4,3-Sep-21,2021,11060000,Equipment,,,0
1737,NB Acer Aspire A314-22/A3020e/4GB/256GB SSD/Win10 ID-No ODD (black)/no OHS /Ext.Warranty 3-3-3 -ALS1,301843,ALS1,,48,4,3-Sep-21,2021,5750000,Equipment,,,0
1738,NB Acer Aspire A314-22/A3020e/4GB/256GB SSD/Win10 ID-No ODD (black)/no OHS /Ext.Warranty 3-3-3 -KKS1,301844,KKS1,,48,4,3-Sep-21,2021,5750000,Equipment,,,0
1739,Food Truck - Barcode Scanner Datalogic QD2430 - MOB1,301864,MOB1,,48,4,2-Sep-21,2021,1590000,Equipment,,,0
1740,NB Acer travelmate TMP214-52/ i5-10210U/8gb/512gb SSD//Win10 Prof/1-1-0 - 9OPS,301865,9OPS,,48,4,6-Sep-21,2021,10055000,Equipment,,,0
1741,Food Truck - SAMSUNG Galaxy A02S - MOB1,301866,MOB1,,48,4,1-Sep-21,2021,1535000,Equipment,,,0
1742,SHARP TV LED Full HD 50 inch - PIM4,301868,PIM4,,48,4,20-Sep-21,2021,5344000,Equipment,,,0
1743,MRA Square Cake Showcase CSK 150 1500x700x1250 - RSI1,301870,RSI1,,48,4,13-Sep-21,2021,25454545,Equipment,,,0
1744,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - RSI1",301871,RSI1,,48,4,13-Sep-21,2021,12318182,Equipment,,,0
1745,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - RSI1,301872,RSI1,,48,4,10-Sep-21,2021,5050000,Equipment,,,0
1746,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - RSI1",301873,RSI1,,48,4,16-Sep-21,2021,2300000,Equipment,,,0
1747,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - RSI1,301874,RSI1,,48,4,30-Sep-21,2021,20220043.1,Equipment,,,0
1748,Cash Drawer (Black) Additional - RSI1,301875,RSI1,,48,4,30-Sep-21,2021,1641033.8,Equipment,,,0
1749,391 Customer Display - RSI1,301876,RSI1,,48,4,30-Sep-21,2021,1139697,Equipment,,,0
1750,Barcode Scanner Datalogic QD2430 - RSI1,301877,RSI1,,48,4,8-Sep-21,2021,1590000,Equipment,,,0
1751,SAMSUNG Galaxy A02S - RSI1,301878,RSI1,,48,4,20-Sep-21,2021,1540000,Equipment,,,0
1752,NB Acer Aspire A314-22/A3020e/4GB/256GB SSD/Win10 Home/Warranty 3-3-3 - RSI1,301879,RSI1,,48,4,30-Sep-21,2021,5750000,Equipment,,,0
1753,Router TPLINK TL-MR6400 - RSI1,301880,RSI1,,48,4,16-Sep-21,2021,875000,Equipment,,,0
1754,UPS ICA CE 1200VA - RSI1,301881,RSI1,,48,4,16-Sep-21,2021,965000,Equipment,,,0
1755,SHARP TV LED 32 inch 2T-C32BA2I - RSI1,301882,RSI1,,48,4,10-Sep-21,2021,1962727,Equipment,,,0
1756,NB Acer Aspire A314-22/A3020e/4GB/256GB SSD/Win10 Home/Warranty 3-3-3 - TMS1,301894,TMS1,,48,4,30-Sep-21,2021,5750000,Equipment,,,0
1757,Router TPLINK TL-MR6400 - TMS1,301895,TMS1,,48,4,30-Sep-21,2021,894545,Equipment,,,0
1758,UPS ICA CE 1200VA - TMS1,301896,TMS1,,48,4,30-Sep-21,2021,965000,Equipment,,,0
1759,Barcode Scanner Datalogic QD2430 - TMS1,301897,TMS1,,48,4,28-Sep-21,2021,1590000,Equipment,,,0
1760,Sony Alpha a6400 with E PZ 16-50MM F3.5-5.6 OSS - 9MKT,301899,9MKT,,48,4,5-Oct-21,2021,13580365,Equipment,,,0
1761,MIC RODE VIDEO MIC RYCOTE - 9MKT,301900,9MKT,,48,4,5-Oct-21,2021,848037,Equipment,,,0
1762,Lighting Studio Set - 9MKT,301901,9MKT,,48,4,5-Oct-21,2021,1773458,Equipment,,,0
1763,GVM-GT-60D Motorized Camera Slider 60CM - 9MKT,301902,9MKT,,48,4,5-Oct-21,2021,3892878,Equipment,,,0
1764,FEIYU G6 MAX 3-AXIS HANDHELD GIMBAL - 9MKT,301903,9MKT,,48,4,5-Oct-21,2021,3317451,Equipment,,,0
1765,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - TMS1,301889,TMS1,,48,4,5-Oct-21,2021,5050000,Equipment,,,0
1766,"Spaceman 6240 Soft Ice Cream Machine, Twin Twist Flavor - KKS1",300936,PIM4,,48,4,1-Oct-21,2021,51259091,Equipment,,,0
1767,MRA Square Cake Showcase CSK 150 1500x700x1250 - TMS1,301887,TMS1,,48,4,9-Nov-21,2021,25454545,Equipment,,,0
1768,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - TMS1",301888,TMS1,,48,4,9-Nov-21,2021,12318181,Equipment,,,0
1769,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - TMS1",301890,TMS1,,48,4,8-Nov-21,2021,2300000,Equipment,,,0
1770,SAMSUNG Galaxy A03S - TMS1,301898,MRG1,,48,4,10-Nov-21,2021,1799000,Equipment,,,0
1771,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - MRG1,301907,MRG1,,48,4,25-Nov-21,2021,5050000,Equipment,,,0
1772,SHARP AC 1.5 PK AHA12UCY - TBD1,301910,TBD1,,48,4,2-Nov-21,2021,4108181,Equipment,,,0
1773,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - STB1,301911,STB1,,48,4,25-Nov-21,2021,5050000,Equipment,,,0
1774,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301913,9GEN,,48,4,15-Nov-21,2021,4720000,Equipment,,,0
1775,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301914,9GEN,,48,4,15-Nov-21,2021,4720000,Equipment,,,0
1776,Thermometer Infrared SIMZO - MOB1,301919,MOB1,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1777,Thermo Hygrometer HM16  - 9CHE,301920,9CHE,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1778,Thermo Hygrometer HM16  - 9CHE,301921,9CHE,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1779,Thermo Hygrometer HM16  - 9CHE,301922,9CHE,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1780,Thermo Hygrometer HM16  - 9CHE,301923,9CHE,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1781,Thermo Hygrometer HM16  - 9CHE,301924,9CHE,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1782,Thermo Hygrometer HM16  - 9MTD,301925,9MTD,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1783,Thermo Hygrometer HM16  - 9MTD,301926,9MTD,,48,4,29-Nov-21,2021,320000,Equipment,,,0
1784,Thermometer Infrared SIMZO - 9MTD,301927,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1785,Thermometer Infrared SIMZO - 9MTD,301928,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1786,Thermometer Infrared SIMZO - 9MTD,301929,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1787,Thermometer Infrared SIMZO - 9MTD,301930,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1788,Thermometer Infrared SIMZO - 9MTD,301931,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1789,Thermometer Infrared SIMZO - 9MTD,301932,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1790,Thermometer Infrared SIMZO - 9MTD,301933,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1791,Thermometer Infrared SIMZO - 9MTD,301934,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1792,Thermometer Infrared SIMZO - 9MTD,301935,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1793,Thermometer Infrared SIMZO - 9MTD,301936,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1794,Thermometer Infrared SIMZO - 9MTD,301937,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1795,Thermometer Infrared SIMZO - 9MTD,301938,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1796,Thermometer Infrared SIMZO - 9MTD,301939,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1797,Thermometer Infrared SIMZO - 9MTD,301940,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1798,Thermometer Infrared SIMZO - 9MTD,301941,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1799,Thermometer Infrared SIMZO - 9MTD,301942,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1800,Thermometer Infrared SIMZO - 9MTD,301943,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1801,Thermometer Infrared SIMZO - 9MTD,301944,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1802,Thermometer Infrared SIMZO - 9MTD,301945,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1803,Thermometer Infrared SIMZO - 9MTD,301946,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1804,Thermometer Infrared SIMZO - 9MTD,301947,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1805,Thermometer Infrared SIMZO - 9MTD,301948,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
1806,Thermometer Infrared SIMZO - 9MTD,301949,9MTD,,48,4,25-Nov-21,2021,180000,Equipment,,,0
