No.,Nama Aktiva Tetap,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Kategori
192,Vinoti Import Chair Type YMESH - 9CPF,500193,9CPF,,48,4,18-Aug-22,2022," 1,568,000 ",Furniture & Fixture
193,Vinoti Import Chair Type YMESH - 9CPF,500194,9CPF,,48,4,18-Aug-22,2022," 1,568,000 ",Furniture & Fixture
194,Drawer Employee (390x520x600) - 9CPF,500195,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
195,Drawer Employee (390x520x600) - 9CPF,500196,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
196,Drawer Employee (390x520x600) - 9CPF,500197,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
197,Drawer Employee (390x520x600) - 9CPF,500198,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
198,Drawer Employee (390x520x600) - 9CPF,500199,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
199,Drawer Employee (390x520x600) - 9CPF,500200,9CPF,,48,4,18-Aug-22,2022," 1,540,000 ",Furniture & Fixture
200,"Cabinet Rack D 5,10x3,00 - 9CPF",500216,9CPF,,48,4,30-Sep-22,2022," 42,545,000 ",Furniture & Fixture
201,"Cabinet Rack Loker 5,30x1,70 - 9CPF",500217,9CPF,,48,4,30-Sep-22,2022," 26,327,000 ",Furniture & Fixture
202,"Cabinet Rack 2,40x1,00 - 9CPF",500218,9CPF,,48,4,30-Sep-22,2022," 6,140,000 ",Furniture & Fixture
203,"Cabinet Rack 5,70x1,00 - 9CPF",500219,9CPF,,48,4,30-Sep-22,2022," 13,895,000 ",Furniture & Fixture
204,Meja Kerja 1400 x 700mm - 9CPF,500220,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
205,Meja Kerja 1400 x 700mm - 9CPF,500221,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
206,Meja Kerja 1400 x 700mm - 9CPF,500222,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
207,Meja Kerja 1400 x 700mm - 9CPF,500223,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
208,Meja Kerja 1400 x 700mm - 9CPF,500224,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
209,Meja Kerja 1400 x 700mm - 9CPF,500225,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
210,Meja Kerja 1400 x 700mm - 9CPF,500226,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
211,Meja Kerja 1400 x 700mm - 9CPF,500227,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
212,Meja Kerja 1400 x 700mm - 9CPF,500228,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
213,Meja Kerja 1400 x 700mm - 9CPF,500229,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
214,Meja Kerja 1400 x 700mm - 9CPF,500230,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
215,Meja Kerja 1400 x 700mm - 9CPF,500231,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
216,Meja Kerja 1400 x 700mm - 9CPF,500232,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
217,Meja Kerja 1400 x 700mm - 9CPF,500233,9CPF,,48,4,30-Sep-22,2022," 2,150,000 ",Furniture & Fixture
218,Vinoti Import Chair Type YMESH - 9CPF,500201,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
219,Vinoti Import Chair Type YMESH - 9CPF,500202,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
220,Vinoti Import Chair Type YMESH - 9CPF,500203,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
221,Vinoti Import Chair Type YMESH - 9CPF,500204,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
222,Vinoti Import Chair Type YMESH - 9CPF,500205,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
223,Vinoti Import Chair Type YMESH - 9CPF,500206,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
224,Vinoti Import Chair Type YMESH - 9CPF,500207,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
225,Vinoti Import Chair Type YMESH - 9CPF,500208,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
226,Vinoti Import Chair Type YMESH - 9CPF,500209,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
227,Vinoti Import Chair Type YMESH - 9CPF,500210,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
228,Vinoti Import Chair Type YMESH - 9CPF,500211,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
229,Vinoti Import Chair Type YMESH - 9CPF,500212,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
230,Vinoti Import Chair Type YMESH - 9CPF,500213,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
231,Vinoti Import Chair Type YMESH - 9CPF,500214,9CPF,,48,4,18-Oct-22,2022," 1,463,000 ",Furniture & Fixture
232,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500234,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
233,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500235,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
234,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500236,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
235,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500237,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
236,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500238,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
237,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500239,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
238,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500240,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
239,Meja Kerja 1400 x 750mm (Meeting Table) - 9CPF,500241,9CPF,,48,4,28-Nov-22,2022," 2,950,000 ",Furniture & Fixture
240,GETRA - Sorting Table ST-120 - 9CPF,500242,9CPF,,48,4,23-Nov-22,2022," 2,409,000 ",Furniture & Fixture
241,Bubble washing machine CPF,300198,9CPF,3,48,4,30-Jun-18,2018," 67,811,838 ",Equipment
242,Insulation panel chiller Room RM&FG - CPF,300200,9CPF,1,48,4,30-Jun-18,2018," 34,495,620 ",Equipment
243,Mesin chiller room Rm&FG - CPF,300201,9CPF,2,48,4,30-Jun-18,2018," 24,274,689 ",Equipment
244,MS Belt conveyor (for transfer raw material) - CPF,300030,9CPF,1,48,4,30-Jun-18,2018," 45,283,345 ",Equipment
245,MS Belt conveyor (for waste) - CPF,300031,9CPF,1,48,4,30-Jun-18,2018," 44,330,000 ",Equipment
246,MS Belt conveyor (extension 1000mm) - CPF,300032,9CPF,1,48,4,30-Jun-18,2018," 14,300,000 ",Equipment
247,Water tank collecting double jacket (200lt) #1 - CPF,300036,9CPF,1,48,4,30-Jun-18,2018," 19,598,308 ",Equipment
248,Thinkclient T510 #1 - CPF,300055,9CPF,4,48,4,30-Jun-18,2018," 1,251,250 ",Equipment
249,Thinkclient T510 #3 - CPF,300057,9CPF,2,48,4,30-Jun-18,2018," 1,251,250 ",Equipment
250,Compressor GXE7P A 10 ml 400 50 MK5 TM + FX5 (A4)  A CE 230V1PH50 - CPF1,300058,9CPF,2,48,4,30-Jun-18,2018," 39,526,673 ",Equipment
251,Filter DD35 + (NPT 1/2) #1 - CPF1,300059,9CPF,2,48,4,30-Jun-18,2018," 2,245,827 ",Equipment
252,Filter DD35 + (NPT 1/2) #2 - CPF1,300060,9CPF,1,48,4,30-Jun-18,2018," 2,245,827 ",Equipment
253,AC 1pk Panasonic Type Standart #1 - CPF,300091,9CPF,1,48,4,30-Jun-18,2018," 1,093,744 ",Equipment
254,AC 1pk Panasonic Type Standart #2 - CPF,300092,9CPF,1,48,4,30-Jun-18,2018," 1,093,744 ",Equipment
255,AC 1pk Panasonic Type Standart #3 - CPF,300093,9CPF,,48,4,30-Jun-18,2018," 1,093,744 ",Equipment
256,AC 1pk Panasonic Type Standart #4 - CPF,300094,9CPF,1,48,4,30-Jun-18,2018," 1,093,744 ",Equipment
257,"AC 1,5pk Panasonic Type Standart #1 - CPF",300095,9CPF,1,48,4,30-Jun-18,2018," 1,468,744 ",Equipment
258,"AC 1,5pk Panasonic Type Standart #2 - CPF",300096,9CPF,1,48,4,30-Jun-18,2018," 1,468,744 ",Equipment
259,"AC 1,5pk Panasonic Type Standart #3 - CPF",300097,9CPF,2,48,4,30-Jun-18,2018," 1,468,744 ",Equipment
260,AC 2pk Panasonic Type Standart #1 - CPF,300098,9CPF,2,48,4,30-Jun-18,2018," 1,859,381 ",Equipment
261,AC 2pk Panasonic Type Standart #2 - CPF,300099,9CPF,1,48,4,30-Jun-18,2018," 1,859,381 ",Equipment
262,AC 2pk Panasonic Type Standart #3 - CPF,300100,9CPF,1,48,4,30-Jun-18,2018," 1,859,381 ",Equipment
263,AC 2pk Panasonic Type Standart #4 - CPF,300101,9CPF,5,48,4,30-Jun-18,2018," 1,859,381 ",Equipment
264,Printer HP DJ 1510 - CPF,300102,9CPF,1,48,4,30-Jun-18,2018," 228,930 ",Equipment
265,Magna.Plate 44-2 35 LB./Pail - CPF1,300119,9CPF,1,48,4,30-Jun-18,2018," 1,224,666 ",Equipment
266,Magna.Plate 60 5 Gal.I Pail - CPF1,300120,9CPF,1,48,4,30-Jun-18,2018," 547,800 ",Equipment
267,White board gantung uk 120x180cm #1 - CPF1,300121,9CPF,1,48,4,30-Jun-18,2018," 417,660 ",Equipment
268,White board gantung uk 120x180cm #2 - CPF1,300122,9CPF,1,48,4,30-Jun-18,2018," 417,660 ",Equipment
269,AC 1 PK Panasonic Type Standard #5 - CPF1,300123,9CPF,1,48,4,30-Jun-18,2018," 2,543,740 ",Equipment
270,AC 1 PK Panasonic Type Standard #6 - CPF1,300124,9CPF,1,48,4,30-Jun-18,2018," 2,543,740 ",Equipment
271,Digital Chlorine Tester AMT06 - CPF1,300125,9CPF,1,48,4,30-Jun-18,2018," 1,700,000 ",Equipment
272,Angel juicer extractor Angelia 7500 - CPF,300204,9CPF,10,48,4,30-Jun-18,2018," 55,409,620 ",Equipment
273,Magnetic Door 3 set - CPF1,300136,9CPF,1,48,4,30-Jun-18,2018," 1,306,250 ",Equipment
274,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM00146.10185 (314x483x473mm) #1 - CPF1",300137,9CPF,1,48,4,30-Jun-18,2018," 20,164,384 ",Equipment
275,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM00146.10185 (314x483x473mm) #2 - CPF1",300138,9CPF,1,48,4,30-Jun-18,2018," 20,164,384 ",Equipment
276,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM00146.10185 (314x483x473mm) #3 - CPF1",300139,9CPF,1,48,4,30-Jun-18,2018," 20,164,384 ",Equipment
277,Jar Vitamix XL #1 - CPF1,300140,9CPF,1,48,4,30-Jun-18,2018," 2,536,183 ",Equipment
278,Jar Vitamix XL #2 - CPF1,300141,9CPF,1,48,4,30-Jun-18,2018," 2,536,183 ",Equipment
279,"Exhaust fan 220 v, 120x120x38 mm #1 - CPF1",300142,9CPF,1,48,4,30-Jun-18,2018," 135,440 ",Equipment
280,"Exhaust fan 220 v, 120x120x38 mm #2 - CPF1",300143,9CPF,1,48,4,30-Jun-18,2018," 135,440 ",Equipment
281,"Exhaust fan 220 v, 120x120x38 mm #3 - CPF1",300144,9CPF,1,48,4,30-Jun-18,2018," 135,440 ",Equipment
282,"Exhaust fan 220 v, 120x120x38 mm #4 - CPF1",300145,9CPF,1,48,4,30-Jun-18,2018," 135,440 ",Equipment
283,Printer HP type Laserjet P1102 - CPF,300150,9CPF,3,48,4,30-Jun-18,2018," 408,372 ",Equipment
284,Air Curtain Panasonic 90 FY ESN #1 - CPF,300151,9CPF,1,48,4,30-Jun-18,2018," 6,657,432 ",Equipment
285,Air Curtain Panasonic 90 FY ESN #2 - CPF,300152,9CPF,1,48,4,30-Jun-18,2018," 6,657,432 ",Equipment
286,Air Curtain Panasonic 90 FY ESN #3 - CPF,300158,9CPF,1,48,4,30-Jun-18,2018," 4,052,337 ",Equipment
287,Air Curtain Panasonic 120 FY ESN #1 - CPF,300159,9CPF,1,48,4,30-Jun-18,2018," 5,332,038 ",Equipment
288,Mesin Kupas Nanas,300174,9CPF,1,48,4,30-Jun-18,2018," 134,102,599 ",Equipment
289,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300184,9CPF,1,48,4,30-Jun-18,2018," 3,537,609 ",Equipment
290,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300185,9CPF,,48,4,30-Jun-18,2018," 3,537,609 ",Equipment
291,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300186,9CPF,1,48,4,30-Jun-18,2018," 3,537,609 ",Equipment
292,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300187,9CPF,1,48,4,30-Jun-18,2018," 3,537,609 ",Equipment
293,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300188,9CPF,1,48,4,30-Jun-18,2018," 3,537,609 ",Equipment
294,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300192,9CPF,1,48,4,30-Jun-18,2018," 37,448,128 ",Equipment
295,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300193,9CPF,1,48,4,30-Jun-18,2018," 37,448,128 ",Equipment
296,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300196,9CPF,1,48,4,30-Jun-18,2018," 3,920,053 ",Equipment
297,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300197,9CPF,1,48,4,30-Jun-18,2018," 3,920,053 ",Equipment
298,Laptop acer corporate lightweight TMP645 i5 - CPF,300035,9CPF,1,48,4,30-Jun-18,2018," 3,492,488 ",Equipment
299,"AC SPLIT 2,5PK DAIKIN STANDART THAILAND R32 - 9CPF",300280,9CPF,1,48,4,1-Dec-18,2018," 7,994,250 ",Equipment
300,"AC SPLIT 2,5PK DAIKIN STANDART THAILAND R32 - 9CPF",300281,9CPF,,48,4,1-Dec-18,2018," 7,994,250 ",Equipment
301,SAP B1 Sentral - Installation by Soltius,300009,9FNA,1,48,4,31-Dec-17,2017," 83,490,000 ",Equipment
302,X-6 HYD Power Unit Assy - 01 - 9CPF,300013,9CPF,3,48,4,5-Jul-18,2018," 21,477,757 ",Equipment
303,X-6 HYD Power Unit Assy - 02 - 9CPF,300014,9CPF,3,48,4,5-Jul-18,2018," 21,477,757 ",Equipment
304,HYD Power Unit without Motor-X-1 - 9CPF,300015,9CPF,3,48,4,5-Jul-18,2018," 14,255,708 ",Equipment
305,GEA QX-608 Brush Roller Root Fruit Washer - 9CPF,300016,9CPF,3,48,4,19-Jul-18,2018," 42,375,000 ",Equipment
306,Dewatering machine CPF,300199,9CPF,1,48,4,30-Jun-18,2018," 18,570,089 ",Equipment
307,Juice bucket 3 gallon w/ spout - CPF,300202,9CPF,1,48,4,30-Jun-18,2018," 217,901 ",Equipment
308,Gallon bucket - CPF,300203,9CPF,1,48,4,30-Jun-18,2018," 532,646 ",Equipment
309,Preassembly cylinder & valve - CPF,300033,9CPF,1,48,4,30-Jun-18,2018," 5,017,250 ",Equipment
310,Water tank collecting double jacket (200lt) #2- CPF,300037,9CPF,1,48,4,30-Jun-18,2018," 19,598,308 ",Equipment
311,Water tank collecting double jacket (200lt) #3- CPF,300038,9CPF,1,48,4,30-Jun-18,2018," 19,598,308 ",Equipment
312,Ice Cube Machine Brand : MANITOWOC capacity : up to 200kg/day -CPF,300039,9CPF,5,48,4,30-Jun-18,2018," 15,000,000 ",Equipment
313,2391 ATAGO Master Palpha (plastic) #1 - CPF,300040,9CPF,5,48,4,30-Jun-18,2018," 562,870 ",Equipment
314,2313 Atago master #2 - CPF,300041,9CPF,12,48,4,30-Jun-18,2018," 435,234 ",Equipment
315,3810 Atago Pal1 - CPF,300042,9CPF,1,48,4,30-Jun-18,2018," 981,750 ",Equipment
316,Memert Universal Oven UN 30 cap 32 liter - CPF,300043,9CPF,1,48,4,30-Jun-18,2018," 4,854,214 ",Equipment
317,Memmert incubator IN 30 cap 32 liter - CPF,300044,9CPF,1,48,4,30-Jun-18,2018," 5,181,464 ",Equipment
318,91000-027/B Alla france Thermo Hygro  #1 -  CPF,300045,9CPF,3,48,4,30-Jun-18,2018," 144,534 ",Equipment
319,91000-027/B Alla france Thermo Hygro  #2 -  CPF,300046,9CPF,3,48,4,30-Jun-18,2018," 144,534 ",Equipment
320,91000-027/B Alla france Thermo Hygro  #3 -  CPF,300047,9CPF,1,48,4,30-Jun-18,2018," 144,534 ",Equipment
321,Mesin Juicer X-1 CPF (1),300048,9CPF,1,48,4,30-Jun-18,2018," 91,135,948 ",Equipment
322,Mesin Juicer X-6 CPF ,300049,9CPF,2,48,4,30-Jun-18,2018," 181,269,613 ",Equipment
323,Mesin Juicer X-1 CPF (2),300050,9CPF,1,48,4,30-Jun-18,2018," 235,706,660 ",Equipment
324,Mikrotik Router - CPF (2),300051,9CPF,1,48,4,30-Jun-18,2018," 770,000 ",Equipment
325,Monitor LG #1 - CPF,300052,9CPF,1,48,4,30-Jun-18,2018," 445,500 ",Equipment
326,Monitor LG #2 - CPF,300053,9CPF,1,48,4,30-Jun-18,2018," 445,500 ",Equipment
327,Monitor LG #3 - CPF,300054,9CPF,2,48,4,30-Jun-18,2018," 445,500 ",Equipment
328,Thinkclient T510 #2 - CPF,300056,9CPF,1,48,4,30-Jun-18,2018," 1,251,250 ",Equipment
329,"Digital Portable Balance, Yamaha ex Taiwan, Model: YA 30K, 29x27cm - CPF",300061,9CPF,1,48,4,30-Jun-18,2018," 528,010 ",Equipment
330,Thermo 1384 - G 1300 Biological Safety Cabinet class II A2 1.2 m / 4 feet - CPF,300062,9CPF,1,48,4,30-Jun-18,2018," 83,600,000 ",Equipment
331,HVE 50 Autoclave Hirayama 540w x 1040h x 530d mm - CPF,300063,9CPF,1,48,4,30-Jun-18,2018," 42,826,661 ",Equipment
332,"88880018 Thermo LP Vortex Mixer, Touch Continous, Variable Speed control  AC 100-240v - CPF1",300064,9CPF,1,48,4,30-Jun-18,2018," 3,244,610 ",Equipment
333,FI 4652080 Finnpipette F2 fix Vol.1ml Autoclavable + QSP nT112XLRL-Q Pipette Tip 1 ML - CPF1,300065,9CPF,2,48,4,30-Jun-18,2018," 1,948,090 ",Equipment
334,7000190 Rapidcheck select salmonela food system - 2 x 50tests w/ media (1) - CPF,300066,9CPF,4,48,4,30-Jun-18,2018," 5,815,630 ",Equipment
335,7000190 Rapidcheck select salmonela food system - 2 x 50tests w/ media (2) - CPF,300067,9CPF,2,48,4,30-Jun-18,2018," 5,815,630 ",Equipment
336,7000190 Rapidcheck select salmonela food system - 2 x 50tests w/ media (3) - CPF,300068,9CPF,1,48,4,30-Jun-18,2018," 5,815,630 ",Equipment
337,LP 11598 Cultiplast swab - CPF1,300069,9CPF,1,48,4,30-Jun-18,2018," 1,210,010 ",Equipment
338,"Chiller cabinet (MGUR-60), dimensi : 60x74x195.5 V : 425 L - CPF1",300070,9CPF,1,48,4,30-Jun-18,2018," 4,989,357 ",Equipment
339,Bottle dispense cap 1-10 ml - CPF1,300071,9CPF,1,48,4,30-Jun-18,2018," 1,835,625 ",Equipment
340,"Meja Zink single bowl #1, size: 1550x600x900 mm - CPF1",300072,9CPF,1,48,4,30-Jun-18,2018," 7,011,212 ",Equipment
341,"Meja Zink single bowl #2, size: 1550x600x900 mm - CPF1",300073,9CPF,1,48,4,30-Jun-18,2018," 7,011,212 ",Equipment
342,"Meja single sink, size 600x600x900mm - CPF1",300074,9CPF,1,48,4,30-Jun-18,2018," 3,519,147 ",Equipment
343,"Meja preparation (polos tanpa bowl), size 1200x600x900mm - CPF",300075,9CPF,1,48,4,30-Jun-18,2018," 4,764,375 ",Equipment
344,"Meja Zink single bowl (ruang juicer), size: 1200x600x900 mm - CPF1",300076,9CPF,2,48,4,30-Jun-18,2018," 7,011,212 ",Equipment
345,"Meja preparation, size 1850x600x900mm - CPF1",300077,9CPF,2,48,4,30-Jun-18,2018," 6,361,516 ",Equipment
346,"Meja preparation polos #1, size 1800x600x900mm - CPF",300078,9CPF,1,48,4,30-Jun-18,2018," 6,226,174 ",Equipment
347,"Meja preparation polos #2, size 1800x600x900mm - CPF",300079,9CPF,1,48,4,30-Jun-18,2018," 6,226,174 ",Equipment
348,"Meja Zink 3 bowl +prerinse+1 kran, size 2200x600x900mm - CPF",300080,9CPF,2,48,4,30-Jun-18,2018," 7,985,739 ",Equipment
349,Data logger EBI 300 #1 - CPF,300081,9CPF,4,48,4,30-Jun-18,2018," 783,065 ",Equipment
350,Data logger EBI 300 #2 - CPF,300082,9CPF,1,48,4,30-Jun-18,2018," 783,065 ",Equipment
351,Data logger EBI 300 #3 - CPF,300083,9CPF,1,48,4,30-Jun-18,2018," 783,065 ",Equipment
352,Filling Cabinet Low White - CPF,300084,9CPF,1,48,4,30-Jun-18,2018," 462,780 ",Equipment
353,Filling Cabinet High White - CPF,300085,9CPF,1,48,4,30-Jun-18,2018," 712,207 ",Equipment
354,Filling Cabinet High White - CPF #2,300086,9CPF,1,48,4,30-Jun-18,2018," 712,207 ",Equipment
355,Infrared Termometer - CPF1,300087,9CPF,1,48,4,30-Jun-18,2018," 110,000 ",Equipment
356,Automatic Tritator + pH Meter - CPF1,300088,9CPF,1,48,4,30-Jun-18,2018," 22,000,000 ",Equipment
357,Angel 20k #1 - CPF1,300089,9CPF,1,48,4,30-Jun-18,2018," 78,678,131 ",Equipment
358,Angel 20k #2 - CPF1,300090,9CPF,1,48,4,30-Jun-18,2018," 78,678,131 ",Equipment
359,Panasonic telephone KX TS505MX #1 - CPF,300103,9CPF,1,48,4,30-Jun-18,2018," 19,934 ",Equipment
360,Panasonic telephone KX TS505MX #2 - CPF,300104,9CPF,1,48,4,30-Jun-18,2018," 19,934 ",Equipment
361,Printer Epson LX310 - CPF1,300105,9CPF,1,48,4,30-Jun-18,2018," 653,119 ",Equipment
362,"Timbangan digital hybrid type Alexa kap. 150kgx0,05kg - CPF",300106,9CPF,1,48,4,30-Jun-18,2018," 2,342,803 ",Equipment
363,"Timbangan digital hybrid type Alexa kap. 60kgx0,02kg #1 - CPF",300107,9CPF,1,48,4,30-Jun-18,2018," 1,510,610 ",Equipment
364,"Timbangan digital hybrid type Alexa kap. 60kgx0,02kg #2 - CPF",300108,9CPF,1,48,4,30-Jun-18,2018," 1,510,610 ",Equipment
365,Dust Bin 4 wheel green 660L (kode : KW1801043) #1 - CPF1,300109,9CPF,1,48,4,30-Jun-18,2018," 1,168,401 ",Equipment
366,Storage Industrial 4 Shelf 196x61x183 GRY (10009890) - CPF1,300110,9CPF,1,48,4,30-Jun-18,2018," 1,855,550 ",Equipment
367,"Trolley stainlesstanpa laci, uk : 60x43x80cm - CPF1",300111,9CPF,1,48,4,30-Jun-18,2018," 3,733,339 ",Equipment
368,"Trolley cabinet with swing door, uk : 100cmx70cm - CPF1",300112,9CPF,,48,4,30-Jun-18,2018," 5,866,661 ",Equipment
369,Dispenser Sharp SWD 72 EHL -BK-CPF1,300113,9CPF,1,48,4,30-Jun-18,2018," 1,718,740 ",Equipment
370,"Timbangan digital Hybrid Tpe Alexa kap. 150kg x 0,05 kg #2 - CPF1",300114,9CPF,,48,4,30-Jun-18,2018," 2,454,372 ",Equipment
371,Dust Bin 120 ltr with pedal Green (KW1801271) #1 - CPF1,300115,9CPF,1,48,4,30-Jun-18,2018," 286,875 ",Equipment
372,Dust Bin 120 ltr with pedal Green (KW1801271) #2 - CPF1,300116,9CPF,1,48,4,30-Jun-18,2018," 286,875 ",Equipment
373,Dust Bin 120 ltr with pedal Green (KW1801271) #3 - CPF1,300117,9CPF,1,48,4,30-Jun-18,2018," 286,875 ",Equipment
374,Dust Bin 120 ltr with pedal Green (KW1801271) #4 - CPF1,300118,9CPF,1,48,4,30-Jun-18,2018," 286,875 ",Equipment
375,"Meja Zink Bowl + Prerinse + 1 kran, size 1600x600x900 mm - CPF1",300126,9CPF,1,48,4,30-Jun-18,2018," 8,112,497 ",Equipment
376,"Meja preparation (polos tanpa bowl)+backspash #1 , size 2038x600x900mm - CPF1",300127,9CPF,1,48,4,30-Jun-18,2018," 6,874,998 ",Equipment
377,"Meja preparation (polos tanpa bowl)+backspash #2 , size 550x600x900mm - CPF1",300128,9CPF,1,48,4,30-Jun-18,2018," 4,069,995 ",Equipment
378,"Meja preparation (polos tanpa bowl)+backspash #3 , size 550x600x900mm -+ (caok)  CPF1",300129,9CPF,1,48,4,30-Jun-18,2018," 2,186,243 ",Equipment
379,Trolly 2 tingkat + roda 4 uk 900x600x900mm -CPF1,300130,9CPF,1,48,4,30-Jun-18,2018," 1,805,826 ",Equipment
380,CL-2000T Economical Compact Scales Capacity 200grx1grPan size 12cm Made in Ohaus - CPF,300131,9CPF,1,48,4,30-Jun-18,2018," 690,625 ",Equipment
381,Dust Bin 4 wheel green 660L (kode : KW1801043) #2 - CPF1,300132,9CPF,1,48,4,30-Jun-18,2018," 1,168,401 ",Equipment
382,Finger Print Solution X302-S #1 - CPF1,300133,9CPF,4,48,4,30-Jun-18,2018," 1,349,782 ",Equipment
383,Finger Print Solution X302-S #2 - CPF1,300134,9CPF,2,48,4,30-Jun-18,2018," 1,262,718 ",Equipment
384,Finger Print Solution X302-S #3 - CPF1,300135,9CPF,1,48,4,30-Jun-18,2018," 1,262,718 ",Equipment
385,Chest Freezer AB900 T x dimensi : 193x82x88cm - CPF1,300146,9CPF,1,48,4,30-Jun-18,2018," 6,010,176 ",Equipment
386,AC 1 PK Panasonic Type Standard - CPF1,300147,9CPF,1,48,4,30-Jun-18,2018," 2,442,718 ",Equipment
387,SCAFFOLD STEEL 4-LAYER HB4925-4 (212068) - CPF,300148,9CPF,,48,4,30-Jun-18,2018," 6,118,060 ",Equipment
388,HIGH PRESSURE CLEANER 100BAR 1300WATT (KW1800723) - CPF,300149,9CPF,3,48,4,30-Jun-18,2018," 734,950 ",Equipment
389,Chiller Cabinet MGUR-120 size :1200x740x1955 955 mm #1 - CPF,300153,9CPF,2,48,4,30-Jun-18,2018," 8,900,717 ",Equipment
390,Chiller Cabinet MGUR-120 size :1200x740x1955 955 mm #2 - CPF,300154,9CPF,4,48,4,30-Jun-18,2018," 8,900,717 ",Equipment
391,"Rak Gudang Medium Duty RR 36( 200 x 60 x 200 cm, 4 Level ) #1 - CPF",300155,9CPF,1,48,4,30-Jun-18,2018," 1,977,437 ",Equipment
392,"Rak Gudang Medium Duty RR 36( 200 x 60 x 200 cm, 4 Level ) #2 - CPF",300156,9CPF,,48,4,30-Jun-18,2018," 1,977,437 ",Equipment
