,,,,,,,,,,,,,
No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Category,Disposal date,Year Of Disposal,Amount Deduction
160,Acer Liquid Z330 - GCT (pup),300614,GCT2,,48,4,Aug-16,2016," 1,049,000 ",Equipment,14-Mar-18,2018," 1,049,000 "
161,Acer Liquid Z330 - SQS,300615,SQS1,,48,4,Aug-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
162,Acer Liquid Z330 - MKG,300616,MKG1,,48,4,Aug-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
163,Acer Liquid Z330 - PLI,300617,PLI1,,48,4,Aug-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
164,Acer Liquid Z330 - OBP,300618,OBP1,,48,4,Aug-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
165,Acer Liquid Z330 - BSQ,300619,BSQ1,,48,4,Aug-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
166,LS (LG) Inverter Type : SV022iG5A-2 2.2 Kw-3 HP-3 Phase 220V - CPF,300642,9CPF,,48,4,Sep-16,2016," 4,620,000 ",Equipment,30-Jun-18,2018," 4,620,000 "
167,HP Acer Liquid Z330 - Skyline,300643,MAG1,,48,4,Sep-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
168,HP Acer Liquid Z330 - Soho Central Park,300644,SOH1,,48,4,Sep-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
169,"Wet & Dry Vacuum Cleaners, NT 70/2 - CPF",300645,9CPF,,48,4,Sep-16,2016," 10,118,900 ",Equipment,30-Jun-18,2018," 10,118,900 "
170,"Cold Water High Pressure Cleaners, CompactClass, HD 5/12 C - CPF",300647,9CPF,,48,4,Sep-16,2016," 9,348,900 ",Equipment,30-Jun-18,2018," 9,348,900 "
171,RAK 2 PINTU 120 X 80 CM - CPF,300648,9CPF,,48,4,Sep-16,2016," 1,700,000 ",Equipment,30-Jun-18,2018," 1,700,000 "
172,DC Inventer Welder type PORTO / PD-200TIG - CPF,300636,CPF,,48,4,Aug-16,2016," 4,455,000 ",Equipment,30-Jun-18,2018," 4,455,000 "
173,Acer Liquid Z330 - CGK1,300680,CGK1,,48,4,Oct-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
174,Acer Liquid Z330 - EPI1,300681,EPI1,,48,4,Oct-16,2016," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
175,Fingerprint Magic M100 - CPF,300706,9CPF,,48,4,Dec-16,2016," 2,900,000 ",Equipment,30-Jun-18,2018," 2,900,000 "
176,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - 9MKT",300735,PRI1,,48,4,Jan-17,2017," 20,625,000 ",Equipment,31-Dec-19,2019," 20,625,000 "
177,HP Acer Liquid Z330 - CPI1,300762,9IST,,48,4,Mar-17,2017," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
178,HP Acer Liquid Z330 - BXC1,300763,BXC1,,48,4,Mar-17,2017," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
179,HP Acer Liquid Z330 - PIM2,300764,PIM2,,48,4,Mar-17,2017," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
180,HP Acer Liquid Z330 - LVW1,300765,LVW1,,48,4,Mar-17,2017," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
181,HP Acer Liquid Z330 - PSN1,300766,PSN1,,48,4,Mar-17,2017," 1,049,000 ",Equipment,31-Dec-19,2019," 1,049,000 "
182,Mesin Kupas Nanas,300802,CPF,,96,8,Dec-16,2016," 159,540,770 ",Equipment,30-Jun-18,2018," 159,540,770 "
183,KW0501524 - PLATFORM HAND TRUCK PLASTIC 400KG - CPF,300705,9CPF,,48,4,Jan-17,2017," 1,689,000 ",Equipment,30-Jun-18,2018," 1,689,000 "
184,Meja Stainless  L.1850x600x850 mm w/ Back Splash - CPF,300714,9CPF,,48,4,Jan-17,2017," 4,389,000 ",Equipment,30-Jun-18,2018," 4,389,000 "
185,Trolley Ampas 500x360x620 mm - Angle 140k - 9CPF,300715,9CPF,,48,4,Jan-17,2017," 3,835,150 ",Equipment,30-Jun-18,2018," 3,835,150 "
186,Container Table 730x520x500 mm - 9CPF,300716,9CPF,,48,4,Jan-17,2017," 2,978,250 ",Equipment,30-Jun-18,2018," 2,978,250 "
187,Santos Silent Shop Coffee Grinder Model 43 - CPF (1),300772,9CPF,,48,4,Apr-17,2017," 13,000,000 ",Equipment,30-Jun-18,2018," 13,000,000 "
188,Santos Silent Shop Coffee Grinder Model 43 - CPF (2),300773,9CPF,,48,4,Apr-17,2017," 13,000,000 ",Equipment,30-Jun-18,2018," 13,000,000 "
189,Tomori Counter Top Ice Cream Machine TIM-325SC - 9PRD,300777,9PRD,,48,4,May-17,2017," 16,000,000 ",Equipment,31-Dec-19,2019," 16,000,000 "
190,Epson Printer [LQ-310] - 9CPF,300834,9CPF,,48,4,Jun-17,2017," 2,440,000 ",Equipment,30-Jun-18,2018," 2,440,000 "
191,Epson M100 - 9CPF,300835,9CPF,,48,4,Jun-17,2017," 1,900,000 ",Equipment,30-Jun-18,2018," 1,900,000 "
192,Karcher K 2.420 AirCon High Pressure Cleaners - 9CPF,300836,9CPF,,48,4,Jul-17,2017," 2,837,450 ",Equipment,30-Jun-18,2018," 2,837,450 "
193,Samsung Galaxy J1 ACE VE - PRI1,300838,PRI1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
194,Samsung Galaxy J1 ACE VE - MTA1,300839,MTA1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
195,Samsung Galaxy J1 ACE VE - LCB1,300840,LCB1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,01-Sep-19,2019," 1,234,050 "
196,Samsung Galaxy J1 ACE VE - PIM3,300841,PIM3,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
197,Samsung Galaxy J1 ACE VE - CPA1,300842,CPA1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
198,Samsung Galaxy J1 ACE VE - KNC1,300843,KNC1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
199,Samsung Galaxy J1 ACE VE - SUM1,300844,SUM1,,48,4,Jul-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
200,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - SUM1",300825,SUM1,,48,4,Aug-17,2017," 20,625,000 ",Equipment,31-Dec-19,2019," 20,625,000 "
201,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300845,9CPF,,48,4,Aug-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
202,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300846,9CPF,,48,4,Aug-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
203,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300847,9CPF,,48,4,Aug-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
204,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300848,9CPF,,48,4,Aug-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
205,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300849,9CPF,,48,4,Aug-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
206,"ACER Veritron X2640 Win10pro, LED 19.5 Ic 3-6100/4GB DDR4/HD 500GB/DVDRW/gigabit - 9CPF",300861,9CPF,,48,4,Aug-17,2017," 8,525,000 ",Equipment,30-Jun-18,2018," 8,525,000 "
207,Samsung Galaxy J1 ACE VE - AON1,300864,AON1,,48,4,Aug-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
208,Samsung Galaxy J1 ACE VE - LMP1,300865,LMP1,,48,4,Aug-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
209,Samsung Galaxy J1 ACE VE - STB1,300866,STB1,,48,4,Aug-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
210,Samsung Galaxy J1 ACE VE - UOB1,300867,UOB1,,48,4,Aug-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
211,"Thermometer Data Logger ""Tempod"" type MD - 9CPF (1)",300909,9CPF,,48,4,Sep-17,2017," 1,650,000 ",Equipment,30-Jun-18,2018," 1,650,000 "
212,"Thermometer Data Logger ""Tempod"" type MD - 9CPF (2)",300910,9CPF,,48,4,Sep-17,2017," 1,650,000 ",Equipment,30-Jun-18,2018," 1,650,000 "
213,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300832,9CPF,,48,4,Oct-17,2017," 46,090,000 ",Equipment,30-Jun-18,2018," 46,090,000 "
214,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300833,9CPF,,48,4,Oct-17,2017," 46,090,000 ",Equipment,30-Jun-18,2018," 46,090,000 "
215,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - UOB1",300863,UOB1,,48,4,Oct-17,2017," 20,625,000 ",Equipment,31-Dec-19,2019," 20,625,000 "
216,Samsung Galaxy J1 ACE VE - JGC1,300921,JGC1,,48,4,Oct-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
217,Samsung Galaxy J1 ACE VE - DWS1,300922,DWS1,,48,4,Oct-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
218,Samsung Galaxy J1 ACE VE - HXC1,300923,HXC1,,48,4,Oct-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
219,Samsung Galaxy J1 ACE VE - KTW1,300924,LMM1,,48,4,Oct-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
220,Samsung Galaxy J1 ACE VE - PIK1,300955,PIK1,,48,4,Dec-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
221,Samsung Galaxy J1 ACE VE - NIG1,300956,NIG1,,48,4,Dec-17,2017," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
222,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300964,9CPF,,48,4,Dec-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
223,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300965,9CPF,,48,4,Dec-17,2017," 4,589,330 ",Equipment,30-Jun-18,2018," 4,589,330 "
224,Filling machine for juice (14.12.5) - CPF,300145,9CPF,,96,8,Dec-17,2017," 970,919,994 ",Equipment,18-Sep-19,2019," 970,919,994 "
225,"Showcase juice cooler, holic-taiwan, stainlees steel 1200x706x1614 - MAX",300995,MAX1,,48,4,Dec-17,2017," 30,003,463 ",Equipment,31-Dec-19,2019," 30,003,463 "
226,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CPJ1",300967,CPJ1,,48,4,Jan-18,2018," 20,625,000 ",Equipment,31-Dec-19,2019," 20,625,000 "
227,Samsung Galaxy J1 ACE VE - CPJ1,300988,CPJ1,,48,4,Jan-18,2018," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
228,Samsung Galaxy J1 ACE VE - SMS1,300989,SMS1,,48,4,Jan-18,2018," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
229,Samsung Galaxy J1 ACE VE - EMP1,300990,EMP1,,48,4,Jan-18,2018," 1,234,050 ",Equipment,31-Dec-19,2019," 1,234,050 "
230,Samsung Galaxy J2 SM-G532 - GCT1,301009,GCT1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
231,Samsung Galaxy J2 SM-G532 - KKS1,301010,KKS1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
232,Samsung Galaxy J2 SM-G532 - LOW1,301011,LOW1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
233,Samsung Galaxy J2 SM-G532 - PIM1,301012,PIM1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
234,Samsung Galaxy J2 SM-G532 - WTC1,301013,WTC1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
235,Samsung Galaxy J2 SM-G532 - MAX1,301014,MAX1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
236,Samsung Galaxy J2 SM-G532 - ALS1,301015,ALS1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
237,Samsung Galaxy J2 SM-G532 - PPC1,301016,PPC1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
238,Samsung Galaxy J2 SM-G532 - PXV1,301017,PXV1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
239,Samsung Galaxy J2 SM-G532 - OKW1,301018,OKW1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
240,Samsung Galaxy J2 SM-G532 - RTP1,301019,RTP1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
241,Samsung Galaxy J2 SM-G532 - GIN1,301020,GIN1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
242,Samsung Galaxy J2 SM-G532 - RSP1,301021,RSP1,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
243,Samsung Galaxy J2 SM-G532 - GCT2,301022,GCT2,,48,4,Mar-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
244,Samsung Galaxy J2 SM-G532 - KTW1,301029,GMM1,,48,4,May-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
245,Samsung Galaxy J2 SM-G532 - FXS2,301053,FXS2,,48,4,Jul-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
246,Samsung Galaxy J2 SM-G532 - MMB1,301069,MMB1,,48,4,Sep-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
247,Samsung Galaxy J2 SM-G532 - CTW1,301072,CTW1,,48,4,Sep-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
248,Samsung Galaxy J2 SM-G532 - SQR1,301073,SQR1,,48,4,Sep-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
249,SAMSUNG Galaxy J2 Prime - G532 - KRC1,301104,KRC1,,48,4,Nov-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
250,SAMSUNG Galaxy J2 Prime - G532 - MOI1,301105,MOI1,,48,4,Nov-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
251,SAMSUNG Galaxy J2 Prime - G532 - TPL1,301142,TPL1,,48,4,Dec-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
252,SAMSUNG Galaxy J2 Prime - G532 - PKW1,301145,PKW1,,48,4,Dec-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
253,SAMSUNG Galaxy J2 Prime - G532 - CPW1,301148,CPW1,,48,4,Dec-18,2018," 1,490,909 ",Equipment,31-Dec-19,2019," 1,490,909 "
254,Filling Machine for Juice (14.12.5) - CPF (sub 300145) - 9CPF,301246,9CPF,,96,8,Mar-19,2019," 113,256,000 ",Equipment,18-Sep-19,2019," 113,256,000 "
255,Samsung Galaxy J2 Prime - G532 - KKS2,301263,KKS2,,48,4,May-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
256,Samsung Galaxy J2 Prime - G532 - BLM1,301264,BLM1,,48,4,May-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
257,Samsung Galaxy J2 Prime - G532 - BSQ1,301265,BSQ1,,48,4,May-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
258,Samsung Galaxy J2 Prime - G532 - MAG1,301266,MAG1,,48,4,May-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
259,Samsung Galaxy J2 Prime - G532 - TCB1,301279,TCB1,,48,4,Jun-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
260,Samsung Galaxy J2 Prime - G532 - MAG2,301292,MAG2,,48,4,Jun-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
261,Samsung Galaxy J2 Prime - G532 - LTO1,301319,LTO1,,48,4,Jul-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
262,Samsung Galaxy J2 Prime - G532 - SMY1,301320,SMY1,,48,4,Jul-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
263,Samsung Galaxy J2 Prime - G532 - STR1,301336,STR1,,48,4,Jul-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
264,Samsung Galaxy J2 Prime - G532 - MKG1,301396,MKG1,,48,4,Aug-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
265,Compressor Danfos SC 21 CL R404 1 phase 220v (sub 300162) - PPC1,301415,PPC1,,48,4,Aug-19,2019," 2,954,546 ",Equipment,31-Dec-19,2019," 2,954,546 "
266,Samsung Galaxy J2 Prime - G532 - LCB1,301418,LCB1,,48,4,Sep-19,2019," 1,409,091 ",Equipment,31-Dec-19,2019," 1,409,091 "
267,Karcher Triple Nozzle 035 P/N 4.767-212.0 - 9CPF,300938,9CPF,,48,4,Nov-17,2017," 1,337,600 ",Equipment,30-Jun-18,2018," 1,337,600 "
268,Undercounter chiller 2 door Mastercool X ECX 210 TN - SQR1,300341,SQR1,,48,4,Nov-15,2015," 17,776,000 ",Equipment,26-Jun-20,2020," 17,776,000 "
269,Saladette w/ 10 x 1/4 GN Pan w/lid 1045 x 700 x 850 - SQR1,300342,SQR1,,48,4,Nov-15,2015," 16,335,000 ",Equipment,26-Jun-20,2020," 16,335,000 "
270,Undercounter Freezer 1 door TUF 27 - SQR1,300343,SQR1,,48,4,Nov-15,2015," 14,003,000 ",Equipment,26-Jun-20,2020," 14,003,000 "
271,SAMSUNG Galaxy A10S - TPL2,301595,TPL2,,48,4,Jan-20,2020," 1,513,636 ",Equipment,28-Nov-20,2020," 1,513,636 "
272,"Thermometer Data Logger ""Tempod"" type MD - PIM",300659,PIM1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,31-Aug-20,2020," 1,650,000 "
273,"Upright freezer 2 doors, mastercool NEO600BTM 750x810x2000 - MAX1",300136,MAX1,,48,4,Jun-15,2015," 24,080,034 ",Equipment,07-Jan-21,2021," 24,080,034 "
274,Saladette w/ 10 x 1/4 GN Pan w/ Lid 1045 x 700 x 850 - PLS1,300268,PLS1,,48,4,Oct-15,2015," 15,345,000 ",Equipment,07-Jan-21,2021," 15,345,000 "
275,BEKO Microwave type MOB20231BG - SOH1,301632,SOH1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,24-Feb-21,2021," 1,363,636 "
276,BEKO Microwave type MOB20231BG - MOI1,301633,MOI1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,24-Feb-21,2021," 1,363,636 "
277,BEKO Microwave type MOB20231BG - BXC1,301634,BXC1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,24-Feb-21,2021," 1,363,636 "
278,BEKO Microwave type MOB20231BG - NIG1,301637,NIG1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
279,BEKO Microwave type MOB20231BG - GCT1,301638,GCT1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
280,BEKO Microwave type MOB20231BG - CTW1,301639,CTW1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
281,BEKO Microwave type MOB20231BG - GIN1,301640,GIN1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
282,BEKO Microwave type MOB20231BG - KKS1,301641,KKS1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
283,BEKO Microwave type MOB20231BG - PRI1,301642,PRI1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
284,BEKO Microwave type MOB20231BG - EMP1,301643,EMP1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
285,BEKO Microwave type MOB20231BG - FXS2,301644,FXS2,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
286,BEKO Microwave type MOB20231BG - WTC1,301645,WTC1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
287,BEKO Microwave type MOB20231BG - LOW1,301646,LOW1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
288,BEKO Microwave type MOB20231BG - PSN1,301647,PSN1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
289,BEKO Microwave type MOB20231BG - MKG1,301648,MKG1,,48,4,Feb-20,2020," 1,363,636 ",Equipment,08-Feb-21,2021," 1,363,636 "
290,"NB Acer Aspire A314-32 , warranty 3/3/3 - MAG1",301785,MAG1,,48,4,Dec-20,2020," 6,013,636 ",Equipment,30-Dec-21,2021," 6,013,636 "
291,"Thermometer Data Logger ""Tempod"" type MD - 9QAC",301004,PIK1,,48,4,Mar-18,2018," 1,500,000 ",Equipment,02-Jun-22,2022," 1,500,000 "
292,Laptop Acer Travelmate TM 633 iCore 5 -3220 (Andri Hamara),300002,9OPS,,48,4,Apr-14,2014," 12,584,000 ",Equipment,22-Feb-22,2022," 12,584,000 "
293,Notebook Acer Lightweight TMP645 i5 #2 - FNA,300473,9FNA,,48,4,Feb-16,2016," 15,100,800 ",Equipment,22-Feb-22,2022," 15,100,800 "
294,NB Acer Aspire A311-31 - TSB1,301524,RYP1,,48,4,Oct-19,2019," 6,425,000 ",Equipment,15-May-22,2022," 6,425,000 "
295,TV Merk Acto + Breclet + Bluetooth speaker Nakamichi,300315,9HOC,,48,4,Dec-15,2015," 5,765,152 ",Equipment,14-Sep-22,2022," 5,765,152 "
296,SHARP TV LED 42 inch 2T-C42BG1i - MRG1,301908,MRG1,,48,4,Nov-21,2021," 4,891,550 ",Equipment,14-Sep-22,2022," 4,891,550 "
297,BEKO Microwave type MOB20231BG - OKW1,301635,9OPS,,48,4,Feb-20,2020," 1,363,636 ",Equipment,31-Dec-22,2022," 1,363,636 "
298,BEKO Microwave type MOB20231BG - KRC1,301636,9OPS,,48,4,Feb-20,2020," 1,363,636 ",Equipment,31-Dec-22,2022," 1,363,636 "
299,Undercounter Freezer 2 doors Brand : MASTERCOOL - HO,300005,9PRD,,48,4,Apr-14,2014," 15,312,592 ",Equipment,31-Dec-22,2022," 15,312,592 "
300,"Upright freezer 2 section 4 doors, mastercool model GN1410 BT M - GCT1",300037,9OPS,,48,4,May-14,2014," 29,599,270 ",Equipment,31-Dec-22,2022," 29,599,270 "
301,Undercounter Freezer 1 doors -  WTC1,300115,WTC1,,48,4,Sep-15,2015," 11,743,800 ",Equipment,31-Dec-22,2022," 11,743,800 "
302,Undercounter Freezer 1 door TUF 27-OKW1,300328,OKW1,,48,4,Jan-16,2016," 14,003,000 ",Equipment,31-Dec-22,2022," 14,003,000 "
303,Double door Showcase Chiller Merk Aurora (w.1185 x d.747 x h.2030) - Botani,300558,BSQ1,,48,4,Aug-16,2016," 12,650,000 ",Equipment,31-Dec-22,2022," 12,650,000 "
304,GEA Chiller EXPO 800 AH/CN#1 - Terminal 3 Soetta,300649,9OPS,,48,4,Dec-16,2016," 12,375,000 ",Equipment,31-Dec-22,2022," 12,375,000 "
305,GEA Chiller EXPO 800 AH/CN#2 - Terminal 3 Soetta,300650,9OPS,,48,4,Dec-16,2016," 12,375,000 ",Equipment,31-Dec-22,2022," 12,375,000 "
306,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - HXC1",300912,HXC1,,48,4,Oct-17,2017," 20,625,000 ",Equipment,31-Dec-22,2022," 20,625,000 "
307,Laptop Acer Travelmate TM 633 (Romie Johanes),300001,9MKT,,48,4,Apr-14,2014," 11,404,250 ",Equipment,,, -   
308,Juicer Blendtec model Q-SERIES specifications power : 2000w-HO (PRD),300003,9PRD,,48,4,Apr-14,2014," 27,382,300 ",Equipment,,, -   
309,Ice Cube Machine Brand : MANITOWOC capacity : up to 100kg/day - HO (PRD),300004,9PRD,,48,4,Apr-14,2014," 30,166,836 ",Equipment,,, -   
310,Mesin press buah compact black color - HO,300006,9PRD,,48,4,Apr-14,2014," 5,248,139 ",Equipment,,, -   
311,Ozon Sterilizer u/ project juice bar - HO,300007,9PRD,,48,4,Apr-14,2014," 4,142,600 ",Equipment,,, -   
312,"Bar blander quite one brand; Vitamix, Model : VM 149 - HO",300008,9PRD,,48,4,Apr-14,2014," 25,802,251 ",Equipment,,, -   
313,Notebook Acer Travelmate P633 core i3 - PRD,300010,9PRD,,48,4,May-14,2014," 10,655,568 ",Equipment,,, -   
314,Notebook Acer Travelmate TM645 - FNA,300011,9FNA,,48,4,Apr-14,2014," 12,072,500 ",Equipment,,, -   
315,"Desktop Veriton X2611 core i3 + LED 19,5 - FNA",300012,9FNA,,48,4,Apr-14,2014," 14,941,828 ",Equipment,,, -   
316,"Desktop Veriton X2611 core i3 + LED 19,5 - PUR",300013,9IST,,48,4,Apr-14,2014," 7,470,914 ",Equipment,,, -   
317,"Desktop Veriton X2611 core i3 + LED 19,5 - MKT",300014,9MKT,,48,4,Apr-14,2014," 7,470,914 ",Equipment,,, -   
318,"Desktop Veriton X2611 core i3 + LED 19,5 - GCT1",300015,GCT1,,48,4,Apr-14,2014," 7,470,914 ",Equipment,,, -   
319,"Desktop Veriton X2611 core i3 + LED 19,5 - KKS1",300016,KKS1,,48,4,Apr-14,2014," 7,470,914 ",Equipment,,, -   
320,"Desktop Veriton X2611 core i3 + LED 19,5 - CWH",300017,9CWH,,48,4,Apr-14,2014," 7,470,914 ",Equipment,,, -   
321,Printer HP Laserjet 1102 - 9CWH,300018,9CWH,,48,4,Apr-14,2014," 940,000 ",Equipment,,, -   
322,Rak 4 susun 100x40x150 - CWH,300019,9CWH,,48,4,Apr-14,2014," 6,000,000 ",Equipment,,, -   
323,UPS ICA 1200 VA  - GCT1,300020,GCT1,,48,4,May-14,2014," 875,000 ",Equipment,,, -   
324,POS 385 15 inch integrated POS - GCT1,300021,GCT1,,48,4,May-14,2014," 33,436,973 ",Equipment,,, -   
325,POS - 15 inch LCD Display - LED full collor 15 - GCT1,300022,GCT1,,48,4,May-14,2014," 1,862,784 ",Equipment,,, -   
326,Additional cash drawer - POS GCT1,300023,GCT1,,48,4,May-14,2014," 884,822 ",Equipment,,, -   
327,Fruit Stainer - GCT1,300027,GCT1,,48,4,May-14,2014," 1,626,012 ",Equipment,,, -   
