,,,,,,,,,,,,,
No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Category,Disposal date,Year Of Disposal,Amount Deduction
2322,Kursi Lipat Kuliahan #1 HO,500085,9HOC,,48,4,,2016," 380,000 ",Funiture & Fixture,,, -   
2323,Kursi Lipat Kuliahan #2 HO,500086,9HOC,,48,4,,2016," 380,000 ",Funiture & Fixture,,, -   
2324,"Lenovo A1000 Pearl White Spreadtrum SC7731 - Quar - Core 1,3 Ghz - FX S",500087,9IST,1,36,3,,2015," 945,000 ",Funiture & Fixture,,, -   
2325,Samsung Galaxy J120 Putih (J1 2016) 8 GB - 4G TDE - Hotline,500088,9EAO,,48,4,,2016," 1,645,000 ",Funiture & Fixture,,, -   
2326,KX-DT543 (Pesawat Telpon Digital) 1 - HO,500089,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2327,KX-DT543 (Pesawat Telpon Digital) 2 - HO,500090,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2328,KX-DT543 (Pesawat Telpon Digital) 3 - HO,500091,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2329,KX-DT543 (Pesawat Telpon Digital) 4 - HO,500092,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2330,KX-DT543 (Pesawat Telpon Digital) 5 - HO,500093,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2331,KX-DT543 (Pesawat Telpon Digital) 6 - HO,500094,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2332,KX-DT543 (Pesawat Telpon Digital) 7 - HO,500095,9HOC,,48,4,,2016," 1,980,000 ",Funiture & Fixture,,, -   
2333,Working Chair K Mesh High Back - HO Sequis,500096,9HOC,,48,4,,2016," 3,104,640 ",Funiture & Fixture,,, -   
2334,Working Chair E Mesh High Back #1 - HO Sequis,500097,9HOC,,48,4,,2016," 1,854,160 ",Funiture & Fixture,,, -   
2335,Working Chair E Mesh High Back #2 - HO Sequis,500098,9HOC,,48,4,,2016," 1,854,160 ",Funiture & Fixture,,, -   
2336,Working Chair E Mesh High Back #3 - HO Sequis,500099,9HOC,,48,4,,2016," 1,854,160 ",Funiture & Fixture,,, -   
2337,Working Chair E Mesh High Back #4 - HO Sequis,500100,9HOC,,48,4,,2016," 1,854,160 ",Funiture & Fixture,,, -   
2338,Working Chair V3 Mesh Low Back WoT #1 - HO Sequis,500101,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2339,Working Chair V3 Mesh Low Back WoT #2 - HO Sequis,500102,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2340,Working Chair V3 Mesh Low Back WoT #3 - HO Sequis,500103,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2341,Working Chair V3 Mesh Low Back WoT #4 - HO Sequis,500104,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2342,Working Chair V3 Mesh Low Back WoT #5 - HO Sequis,500105,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2343,Working Chair V3 Mesh Low Back WoT #6 - HO Sequis,500106,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2344,Working Chair V3 Mesh Low Back WoT #7 - HO Sequis,500107,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2345,Working Chair V3 Mesh Low Back WoT #8 - HO Sequis,500108,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2346,Working Chair V3 Mesh Low Back WoT #9 - HO Sequis,500109,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2347,Working Chair V3 Mesh Low Back WoT #10 - HO Sequis,500110,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2348,Working Chair V3 Mesh Low Back WoT #11 - HO Sequis,500111,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2349,Working Chair V3 Mesh Low Back WoT #12 - HO Sequis,500112,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2350,Working Chair V3 Mesh Low Back WoT #13 - HO Sequis,500113,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2351,Working Chair V3 Mesh Low Back WoT #14- HO Sequis,500114,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2352,Working Chair V3 Mesh Low Back WoT #15- HO Sequis,500115,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2353,Working Chair V3 Mesh Low Back WoT #16- HO Sequis,500116,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2354,Working Chair V3 Mesh Low Back WoT #17- HO Sequis,500117,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2355,Working Chair V3 Mesh Low Back WoT #18- HO Sequis,500118,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2356,Working Chair V3 Mesh Low Back WoT #19- HO Sequis,500119,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2357,Working Chair V3 Mesh Low Back WoT #20- HO Sequis,500120,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2358,Working Chair V3 Mesh Low Back WoT #21- HO Sequis,500121,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2359,Working Chair V3 Mesh Low Back WoT #22- HO Sequis,500122,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2360,Working Chair V3 Mesh Low Back WoT #23- HO Sequis,500123,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2361,Working Chair V3 Mesh Low Back WoT #24- HO Sequis,500124,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2362,Working Chair V3 Mesh Low Back WoT #25- HO Sequis,500125,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2363,Working Chair V3 Mesh Low Back WoT #26- HO Sequis,500126,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2364,Working Chair V3 Mesh Low Back WoT #27- HO Sequis,500127,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2365,Working Chair V3 Mesh Low Back WoT #28- HO Sequis,500128,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2366,Working Chair V3 Mesh Low Back WoT #29- HO Sequis,500129,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2367,Working Chair V3 Mesh Low Back WoT #30- HO Sequis,500130,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2368,Working Chair V3 Mesh Low Back WoT #31- HO Sequis,500131,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2369,Working Chair V3 Mesh Low Back WoT #32- HO Sequis,500132,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2370,Working Chair V3 Mesh Low Back WoT #33- HO Sequis,500133,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2371,Working Chair V3 Mesh Low Back WoT #34- HO Sequis,500134,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2372,Working Chair V3 Mesh Low Back WoT #35- HO Sequis,500135,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2373,Working Chair V3 Mesh Low Back WoT #36- HO Sequis,500136,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2374,Working Chair V3 Mesh Low Back WoT #37- HO Sequis,500137,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2375,Working Chair V3 Mesh Low Back WoT #38- HO Sequis,500138,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2376,Working Chair V3 Mesh Low Back WoT #39- HO Sequis,500139,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2377,Working Chair V3 Mesh Low Back WoT #40- HO Sequis,500140,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2378,Working Chair V3 Mesh Low Back WoT #41- HO Sequis,500141,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2379,Working Chair V3 Mesh Low Back WoT #42- HO Sequis,500142,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2380,Working Chair V3 Mesh Low Back WoT #43- HO Sequis,500143,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2381,Working Chair V3 Mesh Low Back WoT #44- HO Sequis,500144,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2382,Working Chair V3 Mesh Low Back WoT #45- HO Sequis,500145,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2383,Working Chair V3 Mesh Low Back WoT #46- HO Sequis,500146,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2384,Working Chair V3 Mesh Low Back WoT #47- HO Sequis,500147,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2385,Working Chair V3 Mesh Low Back WoT #48- HO Sequis,500148,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2386,Working Chair V3 Mesh Low Back WoT #49- HO Sequis,500149,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2387,Working Chair V3 Mesh Low Back WoT #50- HO Sequis,500150,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2388,Working Chair V3 Mesh Low Back WoT #51- HO Sequis,500151,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2389,Working Chair V3 Mesh Low Back WoT #52- HO Sequis,500152,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2390,Working Chair V3 Mesh Low Back WoT #53- HO Sequis,500153,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2391,Working Chair V3 Mesh Low Back WoT #54- HO Sequis,500154,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2392,Working Chair V3 Mesh Low Back WoT #55- HO Sequis,500155,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2393,Working Chair V3 Mesh Low Back WoT #56- HO Sequis,500156,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2394,Working Chair V3 Mesh Low Back WoT #57- HO Sequis,500157,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2395,Working Chair V3 Mesh Low Back WoT #58- HO Sequis,500158,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2396,Working Chair V3 Mesh Low Back WoT #59- HO Sequis,500159,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2397,Working Chair V3 Mesh Low Back WoT #60- HO Sequis,500160,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2398,Working Chair V3 Mesh Low Back WoT #61- HO Sequis,500161,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2399,Working Chair V3 Mesh Low Back WoT #62- HO Sequis,500162,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2400,Working Chair V3 Mesh Low Back WoT #63- HO Sequis,500163,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2401,Working Chair V3 Mesh Low Back WoT #64- HO Sequis,500164,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2402,Working Chair V3 Mesh Low Back WoT #65- HO Sequis,500165,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2403,Working Chair V3 Mesh Low Back WoT #66- HO Sequis,500166,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2404,Working Chair V3 Mesh Low Back WoT #67- HO Sequis,500167,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2405,Working Chair V3 Mesh Low Back WoT #68- HO Sequis,500168,9HOC,,48,4,,2016," 1,304,380 ",Funiture & Fixture,,, -   
2406,Folding Gazebo - Digital Printing Korea 450 GSM 2x2m - SQS1,500172,SQS1,,48,4,,2017," 1,800,000 ",Funiture & Fixture,,, -   
2407,Folding Gazebo - Digital Printing Korea 450 GSM 2x2m - RTP1,500173,9OPS,,48,4,,2017," 1,800,000 ",Funiture & Fixture,,, -   
2408,Ice Cream Table 80x80x80cm with Wheels - 9PRD,500174,9PRD,,48,4,,2017," 5,850,000 ",Funiture & Fixture,,, -   
2409,Furniture Meeting Room CIMB Niaga - 9HOC,500178,9HOC,,48,4,,2018," 490,500 ",Funiture & Fixture,,, -   
2410,Cluster 1 Staff Size 1200x600x25 mm thk - 9HOC,500175,9HOC,,48,4,,2018," 8,374,275 ",Funiture & Fixture,,, -   
2411,Vinoti Import Chair Type YMESH - 9CPF,500179,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2412,Vinoti Import Chair Type YMESH - 9CPF,500180,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2413,Vinoti Import Chair Type YMESH - 9CPF,500181,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2414,Vinoti Import Chair Type YMESH - 9CPF,500182,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2415,Vinoti Import Chair Type YMESH - 9CPF,500183,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2416,Vinoti Import Chair Type YMESH - 9CPF,500184,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2417,Vinoti Import Chair Type YMESH - 9CPF,500185,9CPF,,48,4,,2018," 1,246,786 ",Funiture & Fixture,,, -   
2418,Filing Cabinet merk Lion Type L-44 - 9HRD,500186,9HRD,,48,4,,2018," 2,293,500 ",Funiture & Fixture,,, -   
2419,Furniture Ruang Meeting Rejuve CIMB Niaga,500187,9GEN,,48,4,,2018," 33,572,000 ",Funiture & Fixture,,, -   
2420,Polycounter Tanpa Header (190x88 cm) - 9OPS,500194,9OPS,,48,4,,2019," 1,300,000 ",Funiture & Fixture,,, -   
2421,Polycounter Tanpa Header (190x88 cm) - 9OPS,500195,9OPS,,48,4,,2019," 1,300,000 ",Funiture & Fixture,,, -   
2422,Polycounter Tanpa Header (190x88 cm) - 9OPS,500196,9OPS,,48,4,,2019," 1,300,000 ",Funiture & Fixture,,, -   
2423,Wooden Box (57x42x35 cm) - 9MKT,500189,9MKT,,48,4,,2019," 1,400,000 ",Funiture & Fixture,,, -   
2424,Wooden Box (57x42x35 cm) - 9OPS,500190,9OPS,,48,4,,2019," 1,400,000 ",Funiture & Fixture,,, -   
2425,Wooden Box (57x42x35 cm) - 9OPS,500191,9OPS,,48,4,,2019," 1,400,000 ",Funiture & Fixture,,, -   
2426,Wooden Box (57x42x35 cm) - 9OPS,500192,9OPS,,48,4,,2019," 1,400,000 ",Funiture & Fixture,,, -   
2427,"Keran Air YT1401 ""Favios"" - 9PRD",500197,9PRD,,48,4,,2019," 1,300,000 ",Funiture & Fixture,,, -   
2428,"Keran Air YT1401 ""Favios"" - 9PRD",500198,9PRD,,48,4,,2019," 1,300,000 ",Funiture & Fixture,,, -   
2429,Filing Cabinet 4 Laci - 9HRD,500199,9HRD,,48,4,,2019," 2,293,500 ",Funiture & Fixture,,, -   
2430,Filing Cabinet 4 Laci - 9HRD,500200,9HRD,,48,4,,2019," 2,293,500 ",Funiture & Fixture,,, -   
2431,Ex. GSK - Lemari Tax,500022,9CPF,,48,4,,2019," 1,818,182 ",Funiture & Fixture,,, -   
2432,Ex. GSK - Meja Ruang Meeting Growth,500023,9CPF,,48,4,,2019," 1,818,182 ",Funiture & Fixture,,, -   
2433,Ex. GSK - Lemari 4 Pintu Laci Besar warna abu-abu,500223,9CPF,,48,4,,2019," 2,727,273 ",Funiture & Fixture,,, -   
2434,Ex. GSK - Lemari 4 Pintu Laci Besar warna abu-abu,500224,9FNA,,48,4,,2019," 2,727,273 ",Funiture & Fixture,,, -   
2435,Filing Cabinet 4 Laci - 9GEN,500225,9GEN,,48,4,,2019," 2,293,500 ",Funiture & Fixture,,, -   
2436,Mini Booth Event Re.juve - 9CHE,500226,9CHE,,48,4,,2020," 13,000,000 ",Funiture & Fixture,,, -   
2437,Drawer Employee (392x555x625) - 9GEN,500227,9GEN,,48,4,,2020," 2,540,000 ",Funiture & Fixture,,, -   
2438,Set Meja & Kursi Store - CTS1,500228,CTS1,,48,4,,2021," 11,500,000 ",Funiture & Fixture,,, -   
2439,Food Truck - Furniture Interior - MOB1,500229,MOB1,,48,4,,2021," 24,514,327 ",Funiture & Fixture,,, -   
2440,"Rak Besi 24 set, 5 shelf 90x45x183 gray code : 10093419 - 9GEN",500231,9GEN,,48,4,,2021," 30,523,636 ",Funiture & Fixture,,, -   
2441,Mini Booth Event Re.juve - 9CHE,500230,9CHE,,48,4,,2021," 13,500,000 ",Funiture & Fixture,,, -   
2442,Drawer Employee (392x555x625) - 9GEN,500232,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2443,Drawer Employee (392x555x625) - 9GEN,500233,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2444,Drawer Employee (392x555x625) - 9GEN,500234,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2445,Drawer Employee (392x555x625) - 9GEN,500235,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2446,Drawer Employee (392x555x625) - 9GEN,500236,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2447,Drawer Employee (392x555x625) - 9GEN,500237,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2448,Drawer Employee (392x555x625) - 9GEN,500238,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2449,Drawer Employee (392x555x625) - 9GEN,500239,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2450,Drawer Employee (392x555x625) - 9GEN,500240,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2451,Drawer Employee (392x555x625) - 9GEN,500241,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2452,Drawer Employee (392x555x625) - 9GEN,500242,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2453,Drawer Employee (392x555x625) - 9GEN,500243,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2454,Drawer Employee (392x555x625) - 9GEN,500244,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2455,Drawer Employee (392x555x625) - 9GEN,500245,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2456,Drawer Employee (392x555x625) - 9GEN,500246,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2457,Drawer Employee (392x555x625) - 9GEN,500247,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2458,Drawer Employee (392x555x625) - 9GEN,500248,9GEN,,48,4,,2022," 1,395,000 ",Funiture & Fixture,,, -   
2459,Vinoti Import Chair Type YMESH - 9GEN,500249,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2460,Vinoti Import Chair Type YMESH - 9GEN,500250,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2461,Vinoti Import Chair Type YMESH - 9GEN,500251,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2462,Vinoti Import Chair Type YMESH - 9GEN,500252,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2463,Vinoti Import Chair Type YMESH - 9GEN,500253,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2464,Vinoti Import Chair Type YMESH - 9GEN,500254,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2465,Vinoti Import Chair Type YMESH - 9GEN,500255,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2466,Vinoti Import Chair Type YMESH - 9GEN,500256,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2467,Vinoti Import Chair Type YMESH - 9GEN,500257,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2468,Vinoti Import Chair Type YMESH - 9GEN,500258,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2469,Vinoti Import Chair Type YMESH - 9GEN,500259,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2470,Vinoti Import Chair Type YMESH - 9GEN,500260,9GEN,,48,4,,2022," 1,560,000 ",Funiture & Fixture,,, -   
2471,Filing Cabinet 4 Laci - 9GEN,500261,9GEN,,48,4,,2022," 2,970,000 ",Funiture & Fixture,,, -   
2472,Rak 4 Susun #1- DCF1,500262,DCF1,,48,4,,2022," 1,420,250 ",Funiture & Fixture,,, -   
2473,Rak 4 Susun #2- DCF1,500263,DCF1,,48,4,,2022," 1,420,250 ",Funiture & Fixture,,, -   
2474,Rak 4 Susun #3- DCF1,500264,DCF1,,48,4,,2022," 1,420,250 ",Funiture & Fixture,,, -   
2475,Rak 4 Susun #4- DCF1,500265,DCF1,,48,4,,2022," 1,420,250 ",Funiture & Fixture,,, -   
2476,GEA - Meja WK-120 #1- DCF1,500266,DCF1,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2477,GEA - Meja WK-120 #2- DCF1,500267,DCF1,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2478,Drawer Employee - 9GEN,500268,9GEN,,48,4,,2022," 1,540,000 ",Funiture & Fixture,,, -   
2479,Vinoti Import Chair Type YMESH - 9GEN,500269,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2480,Vinoti Import Chair Type YMESH - 9GEN,500270,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2481,Vinoti Import Chair Type YMESH - 9GEN,500271,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2482,Vinoti Import Chair Type YMESH - 9GEN,500272,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2483,Vinoti Import Chair Type YMESH - 9GEN,500273,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2484,Vinoti Import Chair Type YMESH - 9GEN,500274,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2485,Vinoti Import Chair Type YMESH - 9GEN,500275,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2486,Vinoti Import Chair Type YMESH - 9GEN,500276,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2487,Vinoti Import Chair Type YMESH - 9GEN,500277,9GEN,,48,4,,2022," 1,568,000 ",Funiture & Fixture,,, -   
2488,"Filing Cabinet 4 Laci ""LION"" - 9GEN",500278,9GEN,,48,4,,2022," 3,150,000 ",Funiture & Fixture,,, -   
2489,Meja Kerja FA Room - 9GEN,500279,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2490,Meja Kerja FA Room - 9GEN,500280,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2491,Meja Kerja FA Room - 9GEN,500281,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2492,Meja Kerja FA Room - 9GEN,500282,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2493,Meja Kerja FA Room - 9GEN,500283,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2494,Meja Kerja FA Room - 9GEN,500284,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2495,Meja Kerja FA Room - 9GEN,500285,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2496,Meja Kerja FA Room - 9GEN,500286,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2497,Meja Kerja FA Room - 9GEN,500287,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2498,Meja Kerja FA Room - 9GEN,500288,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2499,Meja Kerja FA Room - 9GEN,500289,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2500,Meja Kerja FA Room - 9GEN,500290,9GEN,,48,4,,2022," 1,950,000 ",Funiture & Fixture,,, -   
2501,Drawer Employee - 9GEN,500291,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2502,Drawer Employee - 9GEN,500292,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2503,Drawer Employee - 9GEN,500293,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2504,Drawer Employee - 9GEN,500294,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2505,Drawer Employee - 9GEN,500295,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2506,Drawer Employee - 9GEN,500296,9GEN,,48,4,,2022," 2,900,000 ",Funiture & Fixture,,, -   
2507,24 set shelving steel 5 shelf 90x45x183 gray code : 10093419 - 9GEN,500297,9GEN,,48,4,,2022," 25,711,351 ",Funiture & Fixture,,, -   
2508,Vinoti Import Chair Type YMESH - 9GEN,500298,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2509,Vinoti Import Chair Type YMESH - 9GEN,500299,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2510,Vinoti Import Chair Type YMESH - 9GEN,500300,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2511,Vinoti Import Chair Type YMESH - 9GEN,500301,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2512,Vinoti Import Chair Type YMESH - 9GEN,500302,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2513,Vinoti Import Chair Type YMESH - 9GEN,500303,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2514,Vinoti Import Chair Type YMESH - 9GEN,500304,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2515,Vinoti Import Chair Type YMESH - 9GEN,500305,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2516,Vinoti Import Chair Type YMESH - 9GEN,500306,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2517,Vinoti Import Chair Type YMESH - 9GEN,500307,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2518,Vinoti Import Chair Type YMESH - 9GEN,500308,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2519,Vinoti Import Chair Type YMESH - 9GEN,500309,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2520,Vinoti Import Chair Type YMESH - 9GEN,500310,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2521,Vinoti Import Chair Type YMESH - 9GEN,500311,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
2522,Vinoti Import Chair Type YMESH - 9GEN,500312,9GEN,,48,4,,2022," 1,463,000 ",Funiture & Fixture,,, -   
